device_id,manufacturer,model,device_type,network_capability
3779,OnePlus,Model_3779,Smartphone,5G
3780,OnePlus,Model_3780,Smartphone,5G
3781,OnePlus,Model_3781,Smartphone,5G
3782,Samsung,Model_3782,Smartphone,5G
3783,Xiaomi,Model_3783,Smartphone,4G
3784,OnePlus,Model_3784,Smartphone,4G
3785,OnePlus,Model_3785,Smartphone,5G
3786,OnePlus,Model_3786,Smartphone,5G
3787,Samsung,Model_3787,Smartphone,5G
3788,Xiaomi,Model_3788,Smartphone,4G
3789,OnePlus,Model_3789,Smartphone,4G
3790,Apple,Model_3790,Smartphone,5G
3791,Apple,Model_3791,Smartphone,4G
3792,Samsung,Model_3792,Smartphone,5G
3793,Xiaomi,Model_3793,Smartphone,4G
3794,Samsung,Model_3794,Smartphone,4G
3795,OnePlus,Model_3795,Smartphone,5G
3796,OnePlus,Model_3796,Smartphone,5G
3797,OnePlus,Model_3797,Smartphone,5G
3798,OnePlus,Model_3798,Smartphone,5G
3799,Apple,Model_3799,Smartphone,4G
3800,Xiaomi,Model_3800,Smartphone,4G
3801,Samsung,Model_3801,Smartphone,4G
3802,Xiaomi,Model_3802,Smartphone,5G
3803,Samsung,Model_3803,Smartphone,5G
3804,Apple,Model_3804,Smartphone,5G
3805,OnePlus,Model_3805,Smartphone,5G
3806,Samsung,Model_3806,Smartphone,4G
3807,Xiaomi,Model_3807,Smartphone,5G
3808,Apple,Model_3808,Smartphone,5G
3809,Apple,Model_3809,Smartphone,5G
3810,Apple,Model_3810,Smartphone,5G
3811,Xiaomi,Model_3811,Smartphone,4G
3812,Samsung,Model_3812,Smartphone,5G
3813,OnePlus,Model_3813,Smartphone,5G
3814,Apple,Model_3814,Smartphone,4G
3815,Xiaomi,Model_3815,Smartphone,4G
3816,Samsung,Model_3816,Smartphone,4G
3817,Apple,Model_3817,Smartphone,5G
3818,Apple,Model_3818,Smartphone,4G
3819,Samsung,Model_3819,Smartphone,4G
3820,Samsung,Model_3820,Smartphone,4G
3821,Xiaomi,Model_3821,Smartphone,5G
3822,Apple,Model_3822,Smartphone,5G
3823,Apple,Model_3823,Smartphone,5G
3824,Xiaomi,Model_3824,Smartphone,4G
3825,Xiaomi,Model_3825,Smartphone,5G
3826,Apple,Model_3826,Smartphone,5G
3827,OnePlus,Model_3827,Smartphone,4G
3828,Samsung,Model_3828,Smartphone,5G
3829,OnePlus,Model_3829,Smartphone,4G
3830,Apple,Model_3830,Smartphone,4G
3831,Samsung,Model_3831,Smartphone,5G
3832,Xiaomi,Model_3832,Smartphone,5G
3833,OnePlus,Model_3833,Smartphone,5G
3834,OnePlus,Model_3834,Smartphone,4G
3835,Apple,Model_3835,Smartphone,4G
3836,Xiaomi,Model_3836,Smartphone,4G
3837,Samsung,Model_3837,Smartphone,4G
3838,OnePlus,Model_3838,Smartphone,4G
3839,Samsung,Model_3839,Smartphone,5G
3840,Apple,Model_3840,Smartphone,4G
3841,Samsung,Model_3841,Smartphone,5G
3842,OnePlus,Model_3842,Smartphone,5G
3843,Samsung,Model_3843,Smartphone,4G
3844,OnePlus,Model_3844,Smartphone,5G
3845,Samsung,Model_3845,Smartphone,4G
3846,OnePlus,Model_3846,Smartphone,5G
3847,Xiaomi,Model_3847,Smartphone,4G
3848,Samsung,Model_3848,Smartphone,4G
3849,OnePlus,Model_3849,Smartphone,4G
3850,OnePlus,Model_3850,Smartphone,4G
3851,Xiaomi,Model_3851,Smartphone,5G
3852,OnePlus,Model_3852,Smartphone,4G
3853,Xiaomi,Model_3853,Smartphone,5G
3854,Apple,Model_3854,Smartphone,5G
3855,OnePlus,Model_3855,Smartphone,5G
3856,OnePlus,Model_3856,Smartphone,4G
3857,OnePlus,Model_3857,Smartphone,4G
3858,Apple,Model_3858,Smartphone,4G
3859,Xiaomi,Model_3859,Smartphone,5G
3860,OnePlus,Model_3860,Smartphone,4G
3861,Samsung,Model_3861,Smartphone,5G
3862,Xiaomi,Model_3862,Smartphone,4G
3863,Samsung,Model_3863,Smartphone,5G
3864,Apple,Model_3864,Smartphone,4G
3865,Xiaomi,Model_3865,Smartphone,4G
3866,Xiaomi,Model_3866,Smartphone,4G
3867,Apple,Model_3867,Smartphone,4G
3868,Xiaomi,Model_3868,Smartphone,5G
3869,Xiaomi,Model_3869,Smartphone,4G
3870,Xiaomi,Model_3870,Smartphone,5G
3871,Samsung,Model_3871,Smartphone,4G
3872,Apple,Model_3872,Smartphone,4G
3873,OnePlus,Model_3873,Smartphone,4G
3874,Apple,Model_3874,Smartphone,4G
3875,Xiaomi,Model_3875,Smartphone,5G
3876,Samsung,Model_3876,Smartphone,5G
3877,OnePlus,Model_3877,Smartphone,4G
3878,Xiaomi,Model_3878,Smartphone,4G
3879,Xiaomi,Model_3879,Smartphone,4G
3880,OnePlus,Model_3880,Smartphone,4G
3881,Samsung,Model_3881,Smartphone,4G
3882,Apple,Model_3882,Smartphone,5G
3883,Apple,Model_3883,Smartphone,5G
3884,Apple,Model_3884,Smartphone,5G
3885,Samsung,Model_3885,Smartphone,5G
3886,Apple,Model_3886,Smartphone,4G
3887,OnePlus,Model_3887,Smartphone,5G
3888,Xiaomi,Model_3888,Smartphone,4G
3889,OnePlus,Model_3889,Smartphone,5G
3890,Samsung,Model_3890,Smartphone,4G
3891,Samsung,Model_3891,Smartphone,5G
3892,Xiaomi,Model_3892,Smartphone,4G
3893,OnePlus,Model_3893,Smartphone,5G
3894,OnePlus,Model_3894,Smartphone,5G
3895,Apple,Model_3895,Smartphone,5G
3896,Xiaomi,Model_3896,Smartphone,5G
3897,OnePlus,Model_3897,Smartphone,5G
3898,Xiaomi,Model_3898,Smartphone,5G
3899,Xiaomi,Model_3899,Smartphone,4G
3900,Apple,Model_3900,Smartphone,5G
3901,Samsung,Model_3901,Smartphone,4G
3902,Apple,Model_3902,Smartphone,4G
3903,Apple,Model_3903,Smartphone,5G
3904,Apple,Model_3904,Smartphone,4G
3905,Xiaomi,Model_3905,Smartphone,5G
3906,Xiaomi,Model_3906,Smartphone,5G
3907,Apple,Model_3907,Smartphone,4G
3908,OnePlus,Model_3908,Smartphone,4G
3909,Apple,Model_3909,Smartphone,4G
3910,Samsung,Model_3910,Smartphone,5G
3911,Apple,Model_3911,Smartphone,4G
3912,Apple,Model_3912,Smartphone,5G
3913,Xiaomi,Model_3913,Smartphone,4G
3914,OnePlus,Model_3914,Smartphone,5G
3915,Xiaomi,Model_3915,Smartphone,4G
3916,Xiaomi,Model_3916,Smartphone,5G
3917,OnePlus,Model_3917,Smartphone,5G
3918,Samsung,Model_3918,Smartphone,4G
3919,Xiaomi,Model_3919,Smartphone,5G
3920,Apple,Model_3920,Smartphone,5G
3921,Samsung,Model_3921,Smartphone,4G
3922,Samsung,Model_3922,Smartphone,4G
3923,Xiaomi,Model_3923,Smartphone,5G
3924,Samsung,Model_3924,Smartphone,4G
3925,Samsung,Model_3925,Smartphone,4G
3926,Apple,Model_3926,Smartphone,5G
3927,Xiaomi,Model_3927,Smartphone,5G
3928,Apple,Model_3928,Smartphone,4G
3929,Samsung,Model_3929,Smartphone,4G
3930,OnePlus,Model_3930,Smartphone,4G
3931,OnePlus,Model_3931,Smartphone,5G
3932,OnePlus,Model_3932,Smartphone,5G
3933,Apple,Model_3933,Smartphone,5G
3934,Samsung,Model_3934,Smartphone,5G
3935,Apple,Model_3935,Smartphone,4G
3936,Apple,Model_3936,Smartphone,5G
3937,Apple,Model_3937,Smartphone,4G
3938,Xiaomi,Model_3938,Smartphone,4G
3939,Xiaomi,Model_3939,Smartphone,5G
3940,Samsung,Model_3940,Smartphone,5G
3941,Xiaomi,Model_3941,Smartphone,4G
3942,Xiaomi,Model_3942,Smartphone,4G
3943,Xiaomi,Model_3943,Smartphone,5G
3944,Apple,Model_3944,Smartphone,5G
3945,OnePlus,Model_3945,Smartphone,5G
3946,OnePlus,Model_3946,Smartphone,5G
3947,Apple,Model_3947,Smartphone,5G
3948,OnePlus,Model_3948,Smartphone,4G
3949,Apple,Model_3949,Smartphone,5G
3950,Samsung,Model_3950,Smartphone,5G
3951,OnePlus,Model_3951,Smartphone,4G
3952,Samsung,Model_3952,Smartphone,4G
3953,Apple,Model_3953,Smartphone,5G
3954,Apple,Model_3954,Smartphone,4G
3955,Samsung,Model_3955,Smartphone,4G
3956,OnePlus,Model_3956,Smartphone,5G
3957,Apple,Model_3957,Smartphone,4G
3958,OnePlus,Model_3958,Smartphone,4G
3959,Xiaomi,Model_3959,Smartphone,5G
3960,Xiaomi,Model_3960,Smartphone,5G
3961,Samsung,Model_3961,Smartphone,4G
3962,Samsung,Model_3962,Smartphone,5G
3963,Apple,Model_3963,Smartphone,4G
3964,Samsung,Model_3964,Smartphone,4G
3965,OnePlus,Model_3965,Smartphone,4G
3966,Samsung,Model_3966,Smartphone,4G
3967,Samsung,Model_3967,Smartphone,4G
3968,Samsung,Model_3968,Smartphone,4G
3969,Samsung,Model_3969,Smartphone,4G
3970,Xiaomi,Model_3970,Smartphone,4G
3971,Samsung,Model_3971,Smartphone,5G
3972,OnePlus,Model_3972,Smartphone,4G
3973,Xiaomi,Model_3973,Smartphone,4G
3974,Apple,Model_3974,Smartphone,4G
3975,Xiaomi,Model_3975,Smartphone,5G
3976,OnePlus,Model_3976,Smartphone,5G
3977,Xiaomi,Model_3977,Smartphone,4G
3978,Apple,Model_3978,Smartphone,5G
3979,Samsung,Model_3979,Smartphone,4G
3980,Apple,Model_3980,Smartphone,5G
3981,Apple,Model_3981,Smartphone,4G
3982,Apple,Model_3982,Smartphone,4G
3983,Apple,Model_3983,Smartphone,5G
3984,Xiaomi,Model_3984,Smartphone,5G
3985,Apple,Model_3985,Smartphone,4G
3986,Xiaomi,Model_3986,Smartphone,5G
3987,Apple,Model_3987,Smartphone,5G
3988,Samsung,Model_3988,Smartphone,5G
3989,Apple,Model_3989,Smartphone,4G
3990,OnePlus,Model_3990,Smartphone,5G
3991,Apple,Model_3991,Smartphone,4G
3992,Samsung,Model_3992,Smartphone,5G
3993,Samsung,Model_3993,Smartphone,5G
3994,Apple,Model_3994,Smartphone,4G
3995,Xiaomi,Model_3995,Smartphone,4G
3996,Samsung,Model_3996,Smartphone,4G
3997,Apple,Model_3997,Smartphone,5G
3998,OnePlus,Model_3998,Smartphone,5G
3999,OnePlus,Model_3999,Smartphone,5G
4000,Samsung,Model_4000,Smartphone,4G
4001,Apple,Model_4001,Smartphone,5G
4002,Xiaomi,Model_4002,Smartphone,5G
4003,Xiaomi,Model_4003,Smartphone,4G
4004,OnePlus,Model_4004,Smartphone,4G
4005,Apple,Model_4005,Smartphone,4G
4006,Apple,Model_4006,Smartphone,4G
4007,Xiaomi,Model_4007,Smartphone,4G
4008,Apple,Model_4008,Smartphone,4G
4009,Xiaomi,Model_4009,Smartphone,4G
4010,OnePlus,Model_4010,Smartphone,5G
4011,Xiaomi,Model_4011,Smartphone,4G
4012,OnePlus,Model_4012,Smartphone,4G
4013,Xiaomi,Model_4013,Smartphone,4G
4014,Xiaomi,Model_4014,Smartphone,5G
4015,OnePlus,Model_4015,Smartphone,4G
4016,Xiaomi,Model_4016,Smartphone,4G
4017,OnePlus,Model_4017,Smartphone,5G
4018,OnePlus,Model_4018,Smartphone,5G
4019,Apple,Model_4019,Smartphone,4G
4020,Xiaomi,Model_4020,Smartphone,5G
4021,Xiaomi,Model_4021,Smartphone,5G
4022,Xiaomi,Model_4022,Smartphone,4G
4023,Xiaomi,Model_4023,Smartphone,5G
4024,Samsung,Model_4024,Smartphone,5G
4025,Xiaomi,Model_4025,Smartphone,5G
4026,Xiaomi,Model_4026,Smartphone,4G
4027,Xiaomi,Model_4027,Smartphone,5G
4028,Apple,Model_4028,Smartphone,5G
4029,Samsung,Model_4029,Smartphone,5G
4030,OnePlus,Model_4030,Smartphone,5G
4031,Samsung,Model_4031,Smartphone,5G
4032,Apple,Model_4032,Smartphone,4G
4033,Samsung,Model_4033,Smartphone,5G
4034,OnePlus,Model_4034,Smartphone,5G
4035,OnePlus,Model_4035,Smartphone,5G
4036,OnePlus,Model_4036,Smartphone,5G
4037,Xiaomi,Model_4037,Smartphone,5G
4038,Apple,Model_4038,Smartphone,4G
4039,Xiaomi,Model_4039,Smartphone,4G
4040,OnePlus,Model_4040,Smartphone,5G
4041,OnePlus,Model_4041,Smartphone,4G
4042,Xiaomi,Model_4042,Smartphone,4G
4043,OnePlus,Model_4043,Smartphone,5G
4044,Samsung,Model_4044,Smartphone,4G
4045,Apple,Model_4045,Smartphone,5G
4046,Xiaomi,Model_4046,Smartphone,4G
4047,Xiaomi,Model_4047,Smartphone,5G
4048,Samsung,Model_4048,Smartphone,5G
4049,Apple,Model_4049,Smartphone,5G
4050,Apple,Model_4050,Smartphone,5G
4051,Xiaomi,Model_4051,Smartphone,5G
4052,Samsung,Model_4052,Smartphone,4G
4053,Xiaomi,Model_4053,Smartphone,5G
4054,Xiaomi,Model_4054,Smartphone,5G
4055,Apple,Model_4055,Smartphone,5G
4056,Samsung,Model_4056,Smartphone,4G
4057,Xiaomi,Model_4057,Smartphone,4G
4058,Xiaomi,Model_4058,Smartphone,5G
4059,Apple,Model_4059,Smartphone,5G
4060,Xiaomi,Model_4060,Smartphone,4G
4061,Apple,Model_4061,Smartphone,5G
4062,Samsung,Model_4062,Smartphone,4G
4063,Xiaomi,Model_4063,Smartphone,4G
4064,Apple,Model_4064,Smartphone,4G
4065,Xiaomi,Model_4065,Smartphone,5G
4066,Samsung,Model_4066,Smartphone,4G
4067,Xiaomi,Model_4067,Smartphone,5G
4068,Xiaomi,Model_4068,Smartphone,5G
4069,Xiaomi,Model_4069,Smartphone,5G
4070,Apple,Model_4070,Smartphone,4G
4071,OnePlus,Model_4071,Smartphone,5G
4072,OnePlus,Model_4072,Smartphone,5G
4073,Xiaomi,Model_4073,Smartphone,5G
4074,Samsung,Model_4074,Smartphone,4G
4075,Apple,Model_4075,Smartphone,4G
4076,Xiaomi,Model_4076,Smartphone,4G
4077,Xiaomi,Model_4077,Smartphone,4G
4078,Xiaomi,Model_4078,Smartphone,4G
4079,Apple,Model_4079,Smartphone,4G
4080,Xiaomi,Model_4080,Smartphone,5G
4081,Samsung,Model_4081,Smartphone,5G
4082,OnePlus,Model_4082,Smartphone,4G
4083,Samsung,Model_4083,Smartphone,4G
4084,Samsung,Model_4084,Smartphone,4G
4085,Apple,Model_4085,Smartphone,4G
4086,Samsung,Model_4086,Smartphone,4G
4087,Xiaomi,Model_4087,Smartphone,4G
4088,OnePlus,Model_4088,Smartphone,5G
4089,Samsung,Model_4089,Smartphone,5G
4090,Apple,Model_4090,Smartphone,4G
4091,Samsung,Model_4091,Smartphone,5G
4092,Apple,Model_4092,Smartphone,5G
4093,OnePlus,Model_4093,Smartphone,5G
4094,Samsung,Model_4094,Smartphone,4G
4095,Samsung,Model_4095,Smartphone,4G
4096,Apple,Model_4096,Smartphone,5G
4097,Samsung,Model_4097,Smartphone,4G
4098,OnePlus,Model_4098,Smartphone,4G
4099,Samsung,Model_4099,Smartphone,4G
4100,Apple,Model_4100,Smartphone,5G
4101,Xiaomi,Model_4101,Smartphone,5G
4102,Xiaomi,Model_4102,Smartphone,5G
4103,OnePlus,Model_4103,Smartphone,4G
4104,Apple,Model_4104,Smartphone,4G
4105,OnePlus,Model_4105,Smartphone,5G
4106,Apple,Model_4106,Smartphone,5G
4107,OnePlus,Model_4107,Smartphone,5G
4108,Apple,Model_4108,Smartphone,5G
4109,Samsung,Model_4109,Smartphone,4G
4110,Samsung,Model_4110,Smartphone,4G
4111,Samsung,Model_4111,Smartphone,5G
4112,OnePlus,Model_4112,Smartphone,5G
4113,Apple,Model_4113,Smartphone,4G
4114,Samsung,Model_4114,Smartphone,5G
4115,Xiaomi,Model_4115,Smartphone,4G
4116,Xiaomi,Model_4116,Smartphone,4G
4117,Apple,Model_4117,Smartphone,5G
4118,Xiaomi,Model_4118,Smartphone,5G
4119,Xiaomi,Model_4119,Smartphone,5G
4120,OnePlus,Model_4120,Smartphone,5G
4121,OnePlus,Model_4121,Smartphone,4G
4122,Apple,Model_4122,Smartphone,4G
4123,Samsung,Model_4123,Smartphone,4G
4124,Apple,Model_4124,Smartphone,5G
4125,OnePlus,Model_4125,Smartphone,4G
4126,OnePlus,Model_4126,Smartphone,4G
4127,Samsung,Model_4127,Smartphone,5G
4128,Samsung,Model_4128,Smartphone,4G
4129,Samsung,Model_4129,Smartphone,5G
4130,OnePlus,Model_4130,Smartphone,4G
4131,OnePlus,Model_4131,Smartphone,5G
4132,Samsung,Model_4132,Smartphone,4G
4133,Xiaomi,Model_4133,Smartphone,4G
4134,Samsung,Model_4134,Smartphone,5G
4135,Xiaomi,Model_4135,Smartphone,5G
4136,Samsung,Model_4136,Smartphone,4G
4137,OnePlus,Model_4137,Smartphone,4G
4138,Samsung,Model_4138,Smartphone,5G
4139,OnePlus,Model_4139,Smartphone,5G
4140,OnePlus,Model_4140,Smartphone,5G
4141,Apple,Model_4141,Smartphone,4G
4142,Samsung,Model_4142,Smartphone,5G
4143,Samsung,Model_4143,Smartphone,4G
4144,OnePlus,Model_4144,Smartphone,5G
4145,Xiaomi,Model_4145,Smartphone,4G
4146,Xiaomi,Model_4146,Smartphone,4G
4147,Xiaomi,Model_4147,Smartphone,5G
4148,Samsung,Model_4148,Smartphone,4G
4149,Apple,Model_4149,Smartphone,4G
4150,Xiaomi,Model_4150,Smartphone,5G
4151,Apple,Model_4151,Smartphone,4G
4152,Apple,Model_4152,Smartphone,5G
4153,Xiaomi,Model_4153,Smartphone,4G
4154,Samsung,Model_4154,Smartphone,4G
4155,Apple,Model_4155,Smartphone,5G
4156,OnePlus,Model_4156,Smartphone,5G
4157,Samsung,Model_4157,Smartphone,5G
4158,Xiaomi,Model_4158,Smartphone,4G
4159,Apple,Model_4159,Smartphone,5G
4160,OnePlus,Model_4160,Smartphone,4G
4161,OnePlus,Model_4161,Smartphone,5G
4162,Apple,Model_4162,Smartphone,5G
4163,OnePlus,Model_4163,Smartphone,5G
4164,Apple,Model_4164,Smartphone,4G
4165,Apple,Model_4165,Smartphone,5G
4166,Xiaomi,Model_4166,Smartphone,5G
4167,Samsung,Model_4167,Smartphone,5G
4168,OnePlus,Model_4168,Smartphone,5G
4169,Apple,Model_4169,Smartphone,5G
4170,OnePlus,Model_4170,Smartphone,4G
4171,Xiaomi,Model_4171,Smartphone,5G
4172,Apple,Model_4172,Smartphone,4G
4173,Apple,Model_4173,Smartphone,4G
4174,Xiaomi,Model_4174,Smartphone,5G
4175,Samsung,Model_4175,Smartphone,5G
4176,OnePlus,Model_4176,Smartphone,4G
4177,Xiaomi,Model_4177,Smartphone,5G
4178,Apple,Model_4178,Smartphone,5G
4179,OnePlus,Model_4179,Smartphone,5G
4180,Xiaomi,Model_4180,Smartphone,5G
4181,OnePlus,Model_4181,Smartphone,5G
4182,Apple,Model_4182,Smartphone,5G
4183,Apple,Model_4183,Smartphone,5G
4184,OnePlus,Model_4184,Smartphone,5G
4185,Xiaomi,Model_4185,Smartphone,4G
4186,OnePlus,Model_4186,Smartphone,4G
4187,Samsung,Model_4187,Smartphone,5G
4188,Samsung,Model_4188,Smartphone,4G
4189,Apple,Model_4189,Smartphone,5G
4190,Xiaomi,Model_4190,Smartphone,4G
4191,Xiaomi,Model_4191,Smartphone,5G
4192,OnePlus,Model_4192,Smartphone,5G
4193,Apple,Model_4193,Smartphone,4G
4194,Xiaomi,Model_4194,Smartphone,4G
4195,OnePlus,Model_4195,Smartphone,5G
4196,Samsung,Model_4196,Smartphone,5G
4197,Samsung,Model_4197,Smartphone,4G
4198,OnePlus,Model_4198,Smartphone,5G
4199,OnePlus,Model_4199,Smartphone,4G
4200,Apple,Model_4200,Smartphone,4G
4201,OnePlus,Model_4201,Smartphone,4G
4202,OnePlus,Model_4202,Smartphone,5G
4203,OnePlus,Model_4203,Smartphone,4G
4204,Apple,Model_4204,Smartphone,5G
4205,Samsung,Model_4205,Smartphone,4G
4206,Samsung,Model_4206,Smartphone,5G
4207,Xiaomi,Model_4207,Smartphone,4G
4208,Apple,Model_4208,Smartphone,5G
4209,Apple,Model_4209,Smartphone,4G
4210,Xiaomi,Model_4210,Smartphone,4G
4211,Xiaomi,Model_4211,Smartphone,5G
4212,Samsung,Model_4212,Smartphone,5G
4213,Samsung,Model_4213,Smartphone,4G
4214,OnePlus,Model_4214,Smartphone,5G
4215,Xiaomi,Model_4215,Smartphone,5G
4216,Apple,Model_4216,Smartphone,4G
4217,Samsung,Model_4217,Smartphone,4G
4218,OnePlus,Model_4218,Smartphone,5G
4219,Samsung,Model_4219,Smartphone,5G
4220,OnePlus,Model_4220,Smartphone,5G
4221,Apple,Model_4221,Smartphone,5G
4222,OnePlus,Model_4222,Smartphone,5G
4223,OnePlus,Model_4223,Smartphone,4G
4224,Apple,Model_4224,Smartphone,5G
4225,Samsung,Model_4225,Smartphone,4G
4226,Samsung,Model_4226,Smartphone,5G
4227,Xiaomi,Model_4227,Smartphone,4G
4228,Apple,Model_4228,Smartphone,5G
4229,Samsung,Model_4229,Smartphone,5G
4230,Apple,Model_4230,Smartphone,5G
4231,Xiaomi,Model_4231,Smartphone,4G
4232,Apple,Model_4232,Smartphone,4G
4233,Samsung,Model_4233,Smartphone,5G
4234,Xiaomi,Model_4234,Smartphone,5G
4235,OnePlus,Model_4235,Smartphone,5G
4236,Samsung,Model_4236,Smartphone,4G
4237,Apple,Model_4237,Smartphone,5G
4238,OnePlus,Model_4238,Smartphone,5G
4239,OnePlus,Model_4239,Smartphone,4G
4240,OnePlus,Model_4240,Smartphone,5G
4241,Samsung,Model_4241,Smartphone,4G
4242,Xiaomi,Model_4242,Smartphone,4G
4243,Apple,Model_4243,Smartphone,4G
4244,Samsung,Model_4244,Smartphone,4G
4245,Xiaomi,Model_4245,Smartphone,5G
4246,Samsung,Model_4246,Smartphone,5G
4247,Apple,Model_4247,Smartphone,4G
4248,Xiaomi,Model_4248,Smartphone,4G
4249,Samsung,Model_4249,Smartphone,4G
4250,Samsung,Model_4250,Smartphone,4G
4251,OnePlus,Model_4251,Smartphone,4G
4252,Xiaomi,Model_4252,Smartphone,4G
4253,Xiaomi,Model_4253,Smartphone,5G
4254,OnePlus,Model_4254,Smartphone,4G
4255,Apple,Model_4255,Smartphone,5G
4256,Xiaomi,Model_4256,Smartphone,5G
4257,Xiaomi,Model_4257,Smartphone,5G
4258,Apple,Model_4258,Smartphone,5G
4259,Xiaomi,Model_4259,Smartphone,5G
4260,Apple,Model_4260,Smartphone,5G
4261,Xiaomi,Model_4261,Smartphone,4G
4262,Apple,Model_4262,Smartphone,5G
4263,Samsung,Model_4263,Smartphone,4G
4264,Samsung,Model_4264,Smartphone,5G
4265,Xiaomi,Model_4265,Smartphone,4G
4266,Xiaomi,Model_4266,Smartphone,5G
4267,Apple,Model_4267,Smartphone,4G
4268,Xiaomi,Model_4268,Smartphone,5G
4269,Apple,Model_4269,Smartphone,5G
4270,Samsung,Model_4270,Smartphone,4G
4271,Xiaomi,Model_4271,Smartphone,4G
4272,Apple,Model_4272,Smartphone,5G
4273,OnePlus,Model_4273,Smartphone,5G
4274,Apple,Model_4274,Smartphone,4G
4275,Samsung,Model_4275,Smartphone,5G
4276,OnePlus,Model_4276,Smartphone,4G
4277,Xiaomi,Model_4277,Smartphone,4G
4278,Samsung,Model_4278,Smartphone,4G
4279,Xiaomi,Model_4279,Smartphone,4G
4280,OnePlus,Model_4280,Smartphone,5G
4281,Apple,Model_4281,Smartphone,4G
4282,OnePlus,Model_4282,Smartphone,4G
4283,Xiaomi,Model_4283,Smartphone,4G
4284,Samsung,Model_4284,Smartphone,5G
4285,Samsung,Model_4285,Smartphone,4G
4286,Apple,Model_4286,Smartphone,4G
4287,Xiaomi,Model_4287,Smartphone,5G
4288,Samsung,Model_4288,Smartphone,4G
4289,Apple,Model_4289,Smartphone,5G
4290,Apple,Model_4290,Smartphone,5G
4291,Apple,Model_4291,Smartphone,4G
4292,Samsung,Model_4292,Smartphone,5G
4293,Samsung,Model_4293,Smartphone,4G
4294,Xiaomi,Model_4294,Smartphone,4G
4295,Xiaomi,Model_4295,Smartphone,4G
4296,Apple,Model_4296,Smartphone,5G
4297,Xiaomi,Model_4297,Smartphone,4G
4298,Apple,Model_4298,Smartphone,4G
4299,Apple,Model_4299,Smartphone,5G
4300,Apple,Model_4300,Smartphone,5G
4301,OnePlus,Model_4301,Smartphone,5G
4302,Samsung,Model_4302,Smartphone,5G
4303,Xiaomi,Model_4303,Smartphone,5G
4304,OnePlus,Model_4304,Smartphone,4G
4305,Apple,Model_4305,Smartphone,4G
4306,Samsung,Model_4306,Smartphone,4G
4307,Xiaomi,Model_4307,Smartphone,5G
4308,Samsung,Model_4308,Smartphone,5G
4309,Samsung,Model_4309,Smartphone,5G
4310,Samsung,Model_4310,Smartphone,5G
4311,Samsung,Model_4311,Smartphone,5G
4312,Samsung,Model_4312,Smartphone,5G
4313,Samsung,Model_4313,Smartphone,5G
4314,OnePlus,Model_4314,Smartphone,5G
4315,Apple,Model_4315,Smartphone,4G
4316,Samsung,Model_4316,Smartphone,4G
4317,OnePlus,Model_4317,Smartphone,4G
4318,Apple,Model_4318,Smartphone,4G
4319,Xiaomi,Model_4319,Smartphone,4G
4320,OnePlus,Model_4320,Smartphone,5G
4321,OnePlus,Model_4321,Smartphone,5G
4322,Samsung,Model_4322,Smartphone,5G
4323,OnePlus,Model_4323,Smartphone,4G
4324,Samsung,Model_4324,Smartphone,4G
4325,Apple,Model_4325,Smartphone,5G
4326,Xiaomi,Model_4326,Smartphone,5G
4327,Apple,Model_4327,Smartphone,4G
4328,Xiaomi,Model_4328,Smartphone,5G
4329,OnePlus,Model_4329,Smartphone,5G
4330,Apple,Model_4330,Smartphone,4G
4331,Samsung,Model_4331,Smartphone,4G
4332,Samsung,Model_4332,Smartphone,4G
4333,Xiaomi,Model_4333,Smartphone,4G
4334,Samsung,Model_4334,Smartphone,5G
4335,Apple,Model_4335,Smartphone,5G
4336,OnePlus,Model_4336,Smartphone,4G
4337,Samsung,Model_4337,Smartphone,5G
4338,Apple,Model_4338,Smartphone,4G
4339,OnePlus,Model_4339,Smartphone,4G
4340,OnePlus,Model_4340,Smartphone,5G
4341,Samsung,Model_4341,Smartphone,5G
4342,Samsung,Model_4342,Smartphone,5G
4343,Samsung,Model_4343,Smartphone,5G
4344,Apple,Model_4344,Smartphone,4G
4345,OnePlus,Model_4345,Smartphone,4G
4346,Samsung,Model_4346,Smartphone,5G
4347,OnePlus,Model_4347,Smartphone,4G
4348,Xiaomi,Model_4348,Smartphone,4G
4349,OnePlus,Model_4349,Smartphone,4G
4350,Samsung,Model_4350,Smartphone,4G
4351,Samsung,Model_4351,Smartphone,5G
4352,Xiaomi,Model_4352,Smartphone,5G
4353,Apple,Model_4353,Smartphone,4G
4354,OnePlus,Model_4354,Smartphone,4G
4355,OnePlus,Model_4355,Smartphone,5G
4356,Xiaomi,Model_4356,Smartphone,5G
4357,OnePlus,Model_4357,Smartphone,4G
4358,Apple,Model_4358,Smartphone,5G
4359,Xiaomi,Model_4359,Smartphone,5G
4360,Samsung,Model_4360,Smartphone,4G
4361,Samsung,Model_4361,Smartphone,5G
4362,Samsung,Model_4362,Smartphone,4G
4363,Xiaomi,Model_4363,Smartphone,4G
4364,Xiaomi,Model_4364,Smartphone,4G
4365,OnePlus,Model_4365,Smartphone,4G
4366,Xiaomi,Model_4366,Smartphone,4G
4367,OnePlus,Model_4367,Smartphone,5G
4368,OnePlus,Model_4368,Smartphone,4G
4369,Xiaomi,Model_4369,Smartphone,5G
4370,OnePlus,Model_4370,Smartphone,5G
4371,Samsung,Model_4371,Smartphone,5G
4372,Xiaomi,Model_4372,Smartphone,5G
